Date,Platform,Product_Category,Comment_Text,Sentiment_Ground_Truth
2025-03-09,Facebook,Memory Foam Pillow,Customer service didn't reply when I asked about my Memory Foam Pillow warranty.,Negative
2025-03-09,Website Review,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-03-09,Facebook,Comforter Set,Does the Comforter Set come with a cover?,Neutral
2025-03-09,Website Review,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-03-09,Instagram,Orthopedic Mattress,"Regret buying the Orthopedic Mattress, the stitching is coming off.",Negative
2025-03-09,Instagram,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-03-09,Facebook,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-03-08,Facebook,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-03-08,Facebook,Orthopedic Mattress,Do you have a showroom in Dhanmondi to test the Orthopedic Mattress?,Neutral
2025-03-08,Website Review,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2025-03-08,Website Review,Memory Foam Pillow,I am facing specific foam density issues with the Memory Foam Pillow. It sinks too much.,Negative
2025-03-08,Instagram,Supreme Foam,"Comparing this Supreme Foam with the other model, which is better?",Neutral
2025-03-08,Website Review,Comforter Set,Do you have any discount running on the Comforter Set?,Neutral
2025-03-08,Facebook,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-03-07,Instagram,Memory Foam Pillow,Delivery of my Memory Foam Pillow was delayed by 2 weeks. Unacceptable.,Negative
2025-03-07,Website Review,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-03-07,Facebook,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-03-07,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-03-07,Website Review,Spring Mattress,How long does delivery take for the Spring Mattress to Chittagong?,Neutral
2025-03-07,Instagram,Supreme Foam,I am facing specific foam density issues with the Supreme Foam. It sinks too much.,Negative
2025-03-07,Facebook,Spring Mattress,Delivery of my Spring Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-03-07,Instagram,Spring Mattress,Five stars for the Spring Mattress!,Positive
2025-03-07,Instagram,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-03-07,Instagram,Orthopedic Mattress,The Orthopedic Mattress smells of chemicals even after a week.,Negative
2025-03-07,Facebook,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-03-07,Facebook,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-03-07,Website Review,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-03-07,Facebook,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-03-07,Facebook,Memory Foam Pillow,The Memory Foam Pillow smells of chemicals even after a week.,Negative
2025-03-07,Website Review,Spring Mattress,I was skeptical but the Spring Mattress is very comfortable.,Positive
2025-03-07,Facebook,Memory Foam Pillow,What is the warranty period for the Memory Foam Pillow?,Neutral
2025-03-06,Website Review,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-03-06,Facebook,Memory Foam Pillow,"Regret buying the Memory Foam Pillow, the stitching is coming off.",Negative
2025-03-06,Website Review,Memory Foam Pillow,"Don't buy the Memory Foam Pillow, it captures too much heat.",Negative
2025-03-06,Instagram,Comforter Set,Delivery was super fast and the Comforter Set quality is top notch.,Positive
2025-03-06,Facebook,Spring Mattress,"Not happy with the foam density of the Spring Mattress, feels cheap.",Negative
2025-03-06,Instagram,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-03-06,Facebook,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2025-03-06,Instagram,Supreme Foam,Called support 3 times about my Supreme Foam but got no response.,Negative
2025-03-06,Website Review,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-03-06,Facebook,Supreme Foam,"Highly recommend the Supreme Foam, worth every taka.",Positive
2025-03-06,Instagram,Sofa Cushion,Is the Sofa Cushion available in King Size?,Neutral
2025-03-06,Website Review,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-03-06,Instagram,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-03-06,Website Review,Spring Mattress,My Spring Mattress arrived damaged and return process is a nightmare.,Negative
2025-03-06,Website Review,Spring Mattress,Does the Spring Mattress come with a cover?,Neutral
2025-03-06,Website Review,Sofa Cushion,Do you have any discount running on the Sofa Cushion?,Neutral
2025-03-05,Facebook,Sofa Cushion,Called support 3 times about my Sofa Cushion but got no response.,Negative
2025-03-05,Instagram,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-03-05,Facebook,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-03-05,Instagram,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-03-05,Instagram,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-03-05,Facebook,Memory Foam Pillow,Delivery of my Memory Foam Pillow was delayed by 2 weeks. Unacceptable.,Negative
2025-03-05,Facebook,Sofa Cushion,"Highly recommend the Sofa Cushion, worth every taka.",Positive
2025-03-04,Facebook,Sofa Cushion,Does the Sofa Cushion come with a cover?,Neutral
2025-03-04,Website Review,Comforter Set,The Comforter Set smells of chemicals even after a week.,Negative
2025-03-04,Facebook,Orthopedic Mattress,Customer service didn't reply when I asked about my Orthopedic Mattress warranty.,Negative
2025-03-04,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-03-04,Facebook,Orthopedic Mattress,Just received my Orthopedic Mattress and it looks exactly like the pictures.,Positive
2025-03-04,Instagram,Supreme Foam,Just received my Supreme Foam and it looks exactly like the pictures.,Positive
2025-03-04,Website Review,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-03-04,Website Review,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-03-04,Facebook,Sofa Cushion,Customer service didn't reply when I asked about my Sofa Cushion warranty.,Negative
2025-03-04,Website Review,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-03-04,Website Review,Supreme Foam,Five stars for the Supreme Foam!,Positive
2025-03-04,Website Review,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-03-03,Facebook,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-03-03,Website Review,Sofa Cushion,"Not happy with the foam density of the Sofa Cushion, feels cheap.",Negative
2025-03-03,Instagram,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
2025-03-03,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-03-03,Facebook,Sofa Cushion,What is the warranty period for the Sofa Cushion?,Neutral
2025-03-02,Website Review,Spring Mattress,Delivery of my Spring Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-03-02,Instagram,Supreme Foam,Do you have any discount running on the Supreme Foam?,Neutral
2025-03-02,Website Review,Memory Foam Pillow,Can I pay via EMI for the Memory Foam Pillow?,Neutral
2025-03-02,Website Review,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-03-02,Instagram,Orthopedic Mattress,Does the Orthopedic Mattress come with a cover?,Neutral
2025-03-02,Facebook,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-03-02,Facebook,Spring Mattress,Finally getting good sleep thanks to Swan's Spring Mattress.,Positive
2025-03-02,Facebook,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-03-02,Instagram,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-03-02,Facebook,Memory Foam Pillow,I am facing specific foam density issues with the Memory Foam Pillow. It sinks too much.,Negative
2025-03-01,Instagram,Orthopedic Mattress,"Not happy with the foam density of the Orthopedic Mattress, feels cheap.",Negative
2025-03-01,Website Review,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-03-01,Website Review,Memory Foam Pillow,"Comparing this Memory Foam Pillow with the other model, which is better?",Neutral
2025-03-01,Facebook,Comforter Set,Is the Comforter Set available in grey color?,Neutral
2025-03-01,Facebook,Memory Foam Pillow,Do you have a showroom in Dhanmondi to test the Memory Foam Pillow?,Neutral
2025-03-01,Facebook,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-03-01,Instagram,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
2025-03-01,Instagram,Orthopedic Mattress,"Regret buying the Orthopedic Mattress, the stitching is coming off.",Negative
2025-03-01,Facebook,Memory Foam Pillow,Do you have a showroom in Dhanmondi to test the Memory Foam Pillow?,Neutral
2025-03-01,Website Review,Comforter Set,"Don't buy the Comforter Set, it captures too much heat.",Negative
2025-03-01,Instagram,Spring Mattress,"The Spring Mattress is too hard, caused me back pain.",Negative
2025-02-28,Facebook,Supreme Foam,Honestly the best investment for my back. The Supreme Foam is amazing.,Positive
2025-02-28,Instagram,Spring Mattress,"The Spring Mattress is too hard, caused me back pain.",Negative
2025-02-28,Website Review,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-02-28,Facebook,Spring Mattress,Is the Spring Mattress available in King Size?,Neutral
2025-02-28,Website Review,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-02-28,Facebook,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-02-28,Facebook,Orthopedic Mattress,Delivery of my Orthopedic Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-02-28,Facebook,Orthopedic Mattress,Is the Orthopedic Mattress washable?,Neutral
2025-02-28,Facebook,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-02-28,Facebook,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-02-27,Facebook,Memory Foam Pillow,Can I pay via EMI for the Memory Foam Pillow?,Neutral
2025-02-27,Instagram,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-02-27,Instagram,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-02-27,Facebook,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-02-27,Facebook,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-02-27,Website Review,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-02-27,Instagram,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-02-27,Instagram,Sofa Cushion,Is the Sofa Cushion available in grey color?,Neutral
2025-02-27,Instagram,Spring Mattress,I was skeptical but the Spring Mattress is very comfortable.,Positive
2025-02-27,Facebook,Sofa Cushion,Called support 3 times about my Sofa Cushion but got no response.,Negative
2025-02-27,Facebook,Spring Mattress,"Don't buy the Spring Mattress, it captures too much heat.",Negative
2025-02-27,Website Review,Supreme Foam,Five stars for the Supreme Foam!,Positive
2025-02-27,Facebook,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-02-26,Instagram,Spring Mattress,"The Spring Mattress is too hard, caused me back pain.",Negative
2025-02-26,Facebook,Orthopedic Mattress,"Highly recommend the Orthopedic Mattress, worth every taka.",Positive
2025-02-26,Website Review,Spring Mattress,What is the warranty period for the Spring Mattress?,Neutral
2025-02-26,Instagram,Comforter Set,"Highly recommend the Comforter Set, worth every taka.",Positive
2025-02-26,Instagram,Orthopedic Mattress,Delivery was super fast and the Orthopedic Mattress quality is top notch.,Positive
2025-02-26,Facebook,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-02-26,Facebook,Sofa Cushion,Soft yet firm. The Sofa Cushion is perfect.,Positive
2025-02-26,Website Review,Sofa Cushion,Called support 3 times about my Sofa Cushion but got no response.,Negative
2025-02-26,Website Review,Comforter Set,"Not happy with the foam density of the Comforter Set, feels cheap.",Negative
2025-02-26,Facebook,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2025-02-26,Facebook,Sofa Cushion,Do you have a showroom in Dhanmondi to test the Sofa Cushion?,Neutral
2025-02-26,Facebook,Orthopedic Mattress,Finally getting good sleep thanks to Swan's Orthopedic Mattress.,Positive
2025-02-26,Instagram,Comforter Set,"Regret buying the Comforter Set, the stitching is coming off.",Negative
2025-02-26,Facebook,Supreme Foam,The Supreme Foam smells of chemicals even after a week.,Negative
2025-02-26,Facebook,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-02-26,Instagram,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-02-25,Website Review,Memory Foam Pillow,What is the warranty period for the Memory Foam Pillow?,Neutral
2025-02-25,Facebook,Memory Foam Pillow,I am facing specific foam density issues with the Memory Foam Pillow. It sinks too much.,Negative
2025-02-25,Facebook,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2025-02-25,Website Review,Supreme Foam,Customer service didn't reply when I asked about my Supreme Foam warranty.,Negative
2025-02-25,Website Review,Sofa Cushion,Finally getting good sleep thanks to Swan's Sofa Cushion.,Positive
2025-02-25,Facebook,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-02-25,Website Review,Spring Mattress,Honestly the best investment for my back. The Spring Mattress is amazing.,Positive
2025-02-25,Facebook,Sofa Cushion,Do you have any discount running on the Sofa Cushion?,Neutral
2025-02-25,Facebook,Spring Mattress,Does the Spring Mattress come with a cover?,Neutral
2025-02-25,Instagram,Memory Foam Pillow,Does the Memory Foam Pillow come with a cover?,Neutral
2025-02-25,Facebook,Supreme Foam,What is the warranty period for the Supreme Foam?,Neutral
2025-02-25,Website Review,Supreme Foam,Five stars for the Supreme Foam!,Positive
2025-02-25,Facebook,Orthopedic Mattress,Called support 3 times about my Orthopedic Mattress but got no response.,Negative
2025-02-25,Facebook,Sofa Cushion,"Don't buy the Sofa Cushion, it captures too much heat.",Negative
2025-02-24,Facebook,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-02-24,Instagram,Spring Mattress,Five stars for the Spring Mattress!,Positive
2025-02-24,Instagram,Comforter Set,My parents love the Comforter Set I bought them.,Positive
2025-02-24,Instagram,Comforter Set,Soft yet firm. The Comforter Set is perfect.,Positive
2025-02-24,Facebook,Supreme Foam,"Not happy with the foam density of the Supreme Foam, feels cheap.",Negative
2025-02-24,Website Review,Memory Foam Pillow,"Highly recommend the Memory Foam Pillow, worth every taka.",Positive
2025-02-24,Instagram,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-02-24,Website Review,Memory Foam Pillow,The Memory Foam Pillow smells of chemicals even after a week.,Negative
2025-02-24,Website Review,Comforter Set,Five stars for the Comforter Set!,Positive
2025-02-24,Facebook,Sofa Cushion,Great service and the Sofa Cushion feels premium.,Positive
2025-02-23,Facebook,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-02-23,Facebook,Sofa Cushion,Called support 3 times about my Sofa Cushion but got no response.,Negative
2025-02-23,Facebook,Supreme Foam,Finally getting good sleep thanks to Swan's Supreme Foam.,Positive
2025-02-23,Facebook,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-02-23,Facebook,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-02-23,Facebook,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-02-23,Facebook,Orthopedic Mattress,"Regret buying the Orthopedic Mattress, the stitching is coming off.",Negative
2025-02-23,Facebook,Orthopedic Mattress,How long does delivery take for the Orthopedic Mattress to Chittagong?,Neutral
2025-02-23,Website Review,Supreme Foam,My Supreme Foam arrived damaged and return process is a nightmare.,Negative
2025-02-23,Website Review,Comforter Set,Customer service didn't reply when I asked about my Comforter Set warranty.,Negative
2025-02-23,Instagram,Sofa Cushion,I was skeptical but the Sofa Cushion is very comfortable.,Positive
2025-02-22,Instagram,Memory Foam Pillow,Is the Memory Foam Pillow available in King Size?,Neutral
2025-02-22,Facebook,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
2025-02-22,Facebook,Spring Mattress,"The Spring Mattress is too hard, caused me back pain.",Negative
2025-02-22,Website Review,Orthopedic Mattress,"Don't buy the Orthopedic Mattress, it captures too much heat.",Negative
2025-02-22,Website Review,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-02-22,Facebook,Orthopedic Mattress,"Highly recommend the Orthopedic Mattress, worth every taka.",Positive
2025-02-22,Facebook,Comforter Set,Finally getting good sleep thanks to Swan's Comforter Set.,Positive
2025-02-22,Website Review,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-02-22,Instagram,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-02-22,Instagram,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-02-22,Facebook,Spring Mattress,I am facing specific foam density issues with the Spring Mattress. It sinks too much.,Negative
2025-02-21,Facebook,Spring Mattress,Can I pay via EMI for the Spring Mattress?,Neutral
2025-02-21,Instagram,Orthopedic Mattress,My parents love the Orthopedic Mattress I bought them.,Positive
2025-02-21,Facebook,Spring Mattress,"Regret buying the Spring Mattress, the stitching is coming off.",Negative
2025-02-21,Facebook,Comforter Set,I was skeptical but the Comforter Set is very comfortable.,Positive
2025-02-21,Facebook,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-02-21,Website Review,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-02-21,Instagram,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-02-21,Instagram,Spring Mattress,I was skeptical but the Spring Mattress is very comfortable.,Positive
2025-02-21,Website Review,Orthopedic Mattress,Is the Orthopedic Mattress available in grey color?,Neutral
2025-02-21,Facebook,Orthopedic Mattress,Called support 3 times about my Orthopedic Mattress but got no response.,Negative
2025-02-21,Facebook,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2025-02-21,Instagram,Sofa Cushion,My Sofa Cushion arrived damaged and return process is a nightmare.,Negative
2025-02-21,Instagram,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
2025-02-20,Instagram,Orthopedic Mattress,Does the Orthopedic Mattress come with a cover?,Neutral
2025-02-20,Instagram,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-02-20,Facebook,Memory Foam Pillow,Is the Memory Foam Pillow washable?,Neutral
2025-02-20,Instagram,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-02-20,Instagram,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-02-20,Facebook,Sofa Cushion,My parents love the Sofa Cushion I bought them.,Positive
2025-02-20,Facebook,Sofa Cushion,"Comparing this Sofa Cushion with the other model, which is better?",Neutral
2025-02-20,Instagram,Spring Mattress,Delivery of my Spring Mattress was delayed by 2 weeks. Unacceptable.,Negative
2025-02-19,Facebook,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2025-02-19,Website Review,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-02-19,Instagram,Memory Foam Pillow,"Not happy with the foam density of the Memory Foam Pillow, feels cheap.",Negative
2025-02-19,Website Review,Supreme Foam,I am facing specific foam density issues with the Supreme Foam. It sinks too much.,Negative
2025-02-19,Instagram,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-02-19,Website Review,Sofa Cushion,Do you have a showroom in Dhanmondi to test the Sofa Cushion?,Neutral
2025-02-19,Instagram,Supreme Foam,My parents love the Supreme Foam I bought them.,Positive
2025-02-19,Facebook,Spring Mattress,Is the Spring Mattress washable?,Neutral
2025-02-19,Facebook,Comforter Set,"Comparing this Comforter Set with the other model, which is better?",Neutral
2025-02-19,Facebook,Comforter Set,Is the Comforter Set available in grey color?,Neutral
2025-02-19,Facebook,Memory Foam Pillow,How long does delivery take for the Memory Foam Pillow to Chittagong?,Neutral
2025-02-19,Instagram,Memory Foam Pillow,Five stars for the Memory Foam Pillow!,Positive
2025-02-19,Facebook,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-02-19,Instagram,Memory Foam Pillow,"Highly recommend the Memory Foam Pillow, worth every taka.",Positive
2025-02-18,Instagram,Orthopedic Mattress,Can I pay via EMI for the Orthopedic Mattress?,Neutral
2025-02-18,Facebook,Memory Foam Pillow,Is the Memory Foam Pillow available in grey color?,Neutral
2025-02-18,Facebook,Memory Foam Pillow,The Memory Foam Pillow smells of chemicals even after a week.,Negative
2025-02-18,Website Review,Comforter Set,Can I pay via EMI for the Comforter Set?,Neutral
2025-02-18,Website Review,Orthopedic Mattress,I was skeptical but the Orthopedic Mattress is very comfortable.,Positive
2025-02-18,Instagram,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-02-18,Website Review,Orthopedic Mattress,"Comparing this Orthopedic Mattress with the other model, which is better?",Neutral
2025-02-18,Facebook,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-02-17,Instagram,Sofa Cushion,Is the Sofa Cushion washable?,Neutral
2025-02-17,Website Review,Memory Foam Pillow,Is the Memory Foam Pillow washable?,Neutral
2025-02-17,Instagram,Comforter Set,"Not happy with the foam density of the Comforter Set, feels cheap.",Negative
2025-02-17,Instagram,Sofa Cushion,Honestly the best investment for my back. The Sofa Cushion is amazing.,Positive
2025-02-17,Instagram,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-02-17,Facebook,Supreme Foam,My parents love the Supreme Foam I bought them.,Positive
2025-02-17,Website Review,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-02-17,Facebook,Memory Foam Pillow,"The Memory Foam Pillow is too hard, caused me back pain.",Negative
2025-02-17,Website Review,Supreme Foam,Do you have a showroom in Dhanmondi to test the Supreme Foam?,Neutral
2025-02-17,Website Review,Supreme Foam,What is the warranty period for the Supreme Foam?,Neutral
2025-02-17,Website Review,Sofa Cushion,My Sofa Cushion arrived damaged and return process is a nightmare.,Negative
2025-02-17,Facebook,Orthopedic Mattress,The Orthopedic Mattress smells of chemicals even after a week.,Negative
2025-02-17,Facebook,Comforter Set,Honestly the best investment for my back. The Comforter Set is amazing.,Positive
2025-02-17,Instagram,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2025-02-17,Website Review,Sofa Cushion,Delivery of my Sofa Cushion was delayed by 2 weeks. Unacceptable.,Negative
2025-02-16,Facebook,Sofa Cushion,Can I pay via EMI for the Sofa Cushion?,Neutral
2025-02-16,Website Review,Spring Mattress,Soft yet firm. The Spring Mattress is perfect.,Positive
2025-02-16,Instagram,Orthopedic Mattress,Five stars for the Orthopedic Mattress!,Positive
2025-02-16,Facebook,Orthopedic Mattress,Do you have any discount running on the Orthopedic Mattress?,Neutral
2025-02-16,Website Review,Orthopedic Mattress,"The Orthopedic Mattress is too hard, caused me back pain.",Negative
2025-02-16,Facebook,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-02-16,Website Review,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-02-16,Facebook,Sofa Cushion,Can I pay via EMI for the Sofa Cushion?,Neutral
2025-02-16,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-02-16,Facebook,Supreme Foam,Finally getting good sleep thanks to Swan's Supreme Foam.,Positive
2025-02-16,Facebook,Orthopedic Mattress,Is the Orthopedic Mattress available in grey color?,Neutral
2025-02-16,Website Review,Spring Mattress,"Highly recommend the Spring Mattress, worth every taka.",Positive
2025-02-15,Website Review,Spring Mattress,Delivery was super fast and the Spring Mattress quality is top notch.,Positive
2025-02-15,Website Review,Sofa Cushion,Just received my Sofa Cushion and it looks exactly like the pictures.,Positive
2025-02-15,Website Review,Spring Mattress,Great service and the Spring Mattress feels premium.,Positive
2025-02-15,Facebook,Supreme Foam,Can I pay via EMI for the Supreme Foam?,Neutral
2025-02-15,Facebook,Comforter Set,Called support 3 times about my Comforter Set but got no response.,Negative
2025-02-15,Facebook,Supreme Foam,Great service and the Supreme Foam feels premium.,Positive
2025-02-15,Website Review,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-02-15,Website Review,Sofa Cushion,I am facing specific foam density issues with the Sofa Cushion. It sinks too much.,Negative
2025-02-15,Facebook,Comforter Set,The Comforter Set smells of chemicals even after a week.,Negative
2025-02-15,Facebook,Supreme Foam,"The Supreme Foam is too hard, caused me back pain.",Negative
2025-02-15,Facebook,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-02-15,Instagram,Orthopedic Mattress,Honestly the best investment for my back. The Orthopedic Mattress is amazing.,Positive
2025-02-15,Instagram,Memory Foam Pillow,My parents love the Memory Foam Pillow I bought them.,Positive
2025-02-15,Instagram,Supreme Foam,"Regret buying the Supreme Foam, the stitching is coming off.",Negative
2025-02-14,Facebook,Orthopedic Mattress,Soft yet firm. The Orthopedic Mattress is perfect.,Positive
2025-02-14,Instagram,Spring Mattress,Do you have a showroom in Dhanmondi to test the Spring Mattress?,Neutral
2025-02-14,Facebook,Memory Foam Pillow,Do you have any discount running on the Memory Foam Pillow?,Neutral
2025-02-14,Website Review,Sofa Cushion,"The Sofa Cushion is too hard, caused me back pain.",Negative
2025-02-14,Facebook,Comforter Set,Delivery of my Comforter Set was delayed by 2 weeks. Unacceptable.,Negative
2025-02-14,Instagram,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-02-14,Instagram,Comforter Set,Can I pay via EMI for the Comforter Set?,Neutral
2025-02-14,Website Review,Comforter Set,Great service and the Comforter Set feels premium.,Positive
2025-02-13,Website Review,Orthopedic Mattress,Called support 3 times about my Orthopedic Mattress but got no response.,Negative
2025-02-13,Facebook,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-02-13,Instagram,Supreme Foam,Delivery of my Supreme Foam was delayed by 2 weeks. Unacceptable.,Negative
2025-02-13,Facebook,Supreme Foam,I was skeptical but the Supreme Foam is very comfortable.,Positive
2025-02-13,Instagram,Memory Foam Pillow,Finally getting good sleep thanks to Swan's Memory Foam Pillow.,Positive
2025-02-13,Facebook,Memory Foam Pillow,Soft yet firm. The Memory Foam Pillow is perfect.,Positive
2025-02-13,Facebook,Memory Foam Pillow,Do you have any discount running on the Memory Foam Pillow?,Neutral
2025-02-13,Instagram,Comforter Set,"The Comforter Set is too hard, caused me back pain.",Negative
2025-02-13,Instagram,Memory Foam Pillow,I was skeptical but the Memory Foam Pillow is very comfortable.,Positive
2025-02-13,Instagram,Supreme Foam,"Don't buy the Supreme Foam, it captures too much heat.",Negative
2025-02-13,Website Review,Memory Foam Pillow,Just received my Memory Foam Pillow and it looks exactly like the pictures.,Positive
2025-02-13,Website Review,Spring Mattress,"The Spring Mattress is too hard, caused me back pain.",Negative
2025-02-12,Instagram,Comforter Set,Is the Comforter Set available in grey color?,Neutral
2025-02-12,Instagram,Comforter Set,Just received my Comforter Set and it looks exactly like the pictures.,Positive
2025-02-12,Website Review,Supreme Foam,Soft yet firm. The Supreme Foam is perfect.,Positive
2025-02-12,Facebook,Sofa Cushion,Five stars for the Sofa Cushion!,Positive
